param nLayers := 11;
 25 10 destination 0 
 25 11 destination 0 
 25 7569 9582 1
 25 7569 9583 0
 25 9582 2806 1
 25 9582 2807 0
 25 9583 2806 1
 25 9583 2808 0
 25 9584 2807 1
 25 9584 2809 0
 25 9585 2808 1
 25 9585 2810 0
 25 9586 2809 1
 25 9586 2811 0
 25 9587 2810 1
 25 9587 2812 0
 25 9588 2811 1
 25 9588 2813 0
 25 9589 2812 1
 25 9589 2814 0
 25 9590 2813 1
 25 9590 2815 0
 25 9591 2814 1
 25 9591 2816 0
 25 9592 destination 0
 25 2806 595 1
 25 2806 596 0
 25 2807 595 1
 25 2807 597 0
 25 2808 596 1
 25 2808 598 0
 25 2809 597 1
 25 2809 599 0
 25 2810 598 1
 25 2810 600 0
 25 2811 599 1
 25 2811 601 0
 25 2812 600 1
 25 2812 602 0
 25 2813 601 1
 25 2813 603 0
 25 2814 602 1
 25 2814 604 0
 25 2815 603 1
 25 2815 605 0
 25 2816 destination 0
 25 595 7063 1
 25 595 7064 0
 25 596 7063 1
 25 596 7065 0
 25 597 7064 1
 25 597 7066 0
 25 598 7065 1
 25 598 7067 0
 25 599 7066 1
 25 599 7068 0
 25 600 7067 1
 25 600 7069 0
 25 601 7068 1
 25 601 7070 0
 25 602 7069 1
 25 602 7071 0
 25 603 7070 1
 25 603 7072 0
 25 604 7071 1
 25 604 7073 0
 25 605 destination 0
 25 7063 5061 1
 25 7063 5062 0
 25 7064 5061 1
 25 7064 5063 0
 25 7065 5062 1
 25 7065 5064 0
 25 7066 5063 1
 25 7066 5065 0
 25 7067 5064 1
 25 7067 5066 0
 25 7068 5065 1
 25 7068 5067 0
 25 7069 5066 1
 25 7069 5068 0
 25 7070 5067 1
 25 7070 5069 0
 25 7071 5068 1
 25 7071 5070 0
 25 7072 5069 1
 25 7072 5071 0
 25 7073 destination 0
 25 5061 3411 1
 25 5061 3412 0
 25 5062 3411 1
 25 5062 3413 0
 25 5063 3412 1
 25 5063 3414 0
 25 5064 3413 1
 25 5064 3415 0
 25 5065 3414 1
 25 5065 3416 0
 25 5066 3415 1
 25 5066 3417 0
 25 5067 3416 1
 25 5067 3418 0
 25 5068 3417 1
 25 5068 3419 0
 25 5069 3418 1
 25 5069 3420 0
 25 5070 3419 1
 25 5070 3421 0
 25 5071 destination 0
 25 3411 5347 1
 25 3411 5348 0
 25 3412 5347 1
 25 3412 5349 0
 25 3413 5348 1
 25 3413 5350 0
 25 3414 5349 1
 25 3414 5351 0
 25 3415 5350 1
 25 3415 5352 0
 25 3416 5351 1
 25 3416 5353 0
 25 3417 5352 1
 25 3417 5354 0
 25 3418 5353 1
 25 3418 5355 0
 25 3419 5354 1
 25 3419 5356 0
 25 3420 5355 1
 25 3420 5357 0
 25 3421 destination 0
 25 5347 5534 1
 25 5347 5535 0
 25 5348 5534 1
 25 5348 5536 0
 25 5349 5535 1
 25 5349 5537 0
 25 5350 5536 1
 25 5350 5538 0
 25 5351 5537 1
 25 5351 5539 0
 25 5352 5538 1
 25 5352 5540 0
 25 5353 5539 1
 25 5353 5541 0
 25 5354 5540 1
 25 5354 5542 0
 25 5355 5541 1
 25 5355 5543 0
 25 5356 5542 1
 25 5356 5544 0
 25 5357 destination 0
 25 5534 5358 1
 25 5534 5361 0
 25 5535 5358 1
 25 5535 5362 0
 25 5536 5358 1
 25 5536 5363 0
 25 5537 5358 1
 25 5537 5364 0
 25 5538 5359 1
 25 5538 5365 0
 25 5539 5360 1
 25 5539 5366 0
 25 5540 5361 1
 25 5540 5367 0
 25 5541 5362 1
 25 5541 5368 0
 25 5542 5363 1
 25 5542 5368 0
 25 5543 5364 1
 25 5543 5368 0
 25 5544 destination 0
 25 5358 507 1
 25 5358 508 0
 25 5359 507 1
 25 5359 509 0
 25 5360 508 1
 25 5360 510 0
 25 5361 509 1
 25 5361 511 0
 25 5362 510 1
 25 5362 512 0
 25 5363 511 1
 25 5363 513 0
 25 5364 512 1
 25 5364 514 0
 25 5365 513 1
 25 5365 515 0
 25 5366 514 1
 25 5366 516 0
 25 5367 515 1
 25 5367 517 0
 25 5368 destination 0
 25 507 8548 1
 25 507 8549 0
 25 508 8548 1
 25 508 8550 0
 25 509 8549 1
 25 509 8551 0
 25 510 8550 1
 25 510 8552 0
 25 511 8551 1
 25 511 8553 0
 25 512 8552 1
 25 512 8554 0
 25 513 8553 1
 25 513 8555 0
 25 514 8554 1
 25 514 8556 0
 25 515 8555 1
 25 515 8557 0
 25 516 8556 1
 25 516 8558 0
 25 517 destination 0
 25 8548 2960 1
 25 8548 2961 0
 25 8549 2960 1
 25 8549 2962 0
 25 8550 2961 1
 25 8550 2963 0
 25 8551 2962 1
 25 8551 2964 0
 25 8552 2963 1
 25 8552 2965 0
 25 8553 2964 1
 25 8553 2966 0
 25 8554 2965 1
 25 8554 2967 0
 25 8555 2966 1
 25 8555 2968 0
 25 8556 2967 1
 25 8556 2969 0
 25 8557 2968 1
 25 8557 2970 0
 25 8558 destination 0
 25 2960 3114 1
 25 2960 3115 0
 25 2961 3114 1
 25 2961 3116 0
 25 2962 3115 1
 25 2962 3117 0
 25 2963 3116 1
 25 2963 3118 0
 25 2964 3117 1
 25 2964 3119 0
 25 2965 3118 1
 25 2965 3120 0
 25 2966 3119 1
 25 2966 3121 0
 25 2967 3120 1
 25 2967 3122 0
 25 2968 3121 1
 25 2968 3123 0
 25 2969 3122 1
 25 2969 3124 0
 25 2970 destination 0
 25 3114 1244 1
 25 3114 1245 0
 25 3115 1244 1
 25 3115 1246 0
 25 3116 1245 1
 25 3116 1247 0
 25 3117 1246 1
 25 3117 1248 0
 25 3118 1247 1
 25 3118 1249 0
 25 3119 1248 1
 25 3119 1250 0
 25 3120 1249 1
 25 3120 1251 0
 25 3121 1250 1
 25 3121 1252 0
 25 3122 1251 1
 25 3122 1253 0
 25 3123 1252 1
 25 3123 1254 0
 25 3124 destination 0
 25 1244 7866 1
 25 1244 7867 0
 25 1245 7866 1
 25 1245 7868 0
 25 1246 7867 1
 25 1246 7869 0
 25 1247 7868 1
 25 1247 7870 0
 25 1248 7869 1
 25 1248 7871 0
 25 1249 7870 1
 25 1249 7872 0
 25 1250 7871 1
 25 1250 7873 0
 25 1251 7872 1
 25 1251 7874 0
 25 1252 7873 1
 25 1252 7875 0
 25 1253 7874 1
 25 1253 7876 0
 25 1254 destination 0
 25 7866 4060 1
 25 7866 4061 0
 25 7867 4060 1
 25 7867 4062 0
 25 7868 4061 1
 25 7868 4063 0
 25 7869 4062 1
 25 7869 4064 0
 25 7870 4063 1
 25 7870 4065 0
 25 7871 4064 1
 25 7871 4066 0
 25 7872 4065 1
 25 7872 4067 0
 25 7873 4066 1
 25 7873 4068 0
 25 7874 4067 1
 25 7874 4069 0
 25 7875 4068 1
 25 7875 4070 0
 25 7876 destination 0
 25 4060 2113 1
 25 4060 2114 0
 25 4061 2113 1
 25 4061 2115 0
 25 4062 2114 1
 25 4062 2116 0
 25 4063 2115 1
 25 4063 2117 0
 25 4064 2116 1
 25 4064 2118 0
 25 4065 2117 1
 25 4065 2119 0
 25 4066 2118 1
 25 4066 2120 0
 25 4067 2119 1
 25 4067 2121 0
 25 4068 2120 1
 25 4068 2122 0
 25 4069 2121 1
 25 4069 2123 0
 25 4070 destination 0
 25 2113 7767 1
 25 2113 7768 0
 25 2114 7767 1
 25 2114 7769 0
 25 2115 7768 1
 25 2115 7770 0
 25 2116 7769 1
 25 2116 7771 0
 25 2117 7770 1
 25 2117 7772 0
 25 2118 7771 1
 25 2118 7773 0
 25 2119 7772 1
 25 2119 7774 0
 25 2120 7773 1
 25 2120 7775 0
 25 2121 7774 1
 25 2121 7776 0
 25 2122 7775 1
 25 2122 7777 0
 25 2123 destination 0
 25 7767 6073 1
 25 7767 6074 0
 25 7768 6073 1
 25 7768 6075 0
 25 7769 6074 1
 25 7769 6076 0
 25 7770 6075 1
 25 7770 6077 0
 25 7771 6076 1
 25 7771 6078 0
 25 7772 6077 1
 25 7772 6079 0
 25 7773 6078 1
 25 7773 6080 0
 25 7774 6079 1
 25 7774 6081 0
 25 7775 6080 1
 25 7775 6082 0
 25 7776 6081 1
 25 7776 6083 0
 25 7777 destination 0
 25 6073 3796 1
 25 6073 3797 0
 25 6074 3796 1
 25 6074 3798 0
 25 6075 3797 1
 25 6075 3799 0
 25 6076 3798 1
 25 6076 3800 0
 25 6077 3799 1
 25 6077 3801 0
 25 6078 3800 1
 25 6078 3802 0
 25 6079 3801 1
 25 6079 3803 0
 25 6080 3802 1
 25 6080 3804 0
 25 6081 3803 1
 25 6081 3805 0
 25 6082 3804 1
 25 6082 3806 0
 25 6083 destination 0
 25 3796 441 1
 25 3796 442 0
 25 3797 441 1
 25 3797 443 0
 25 3798 442 1
 25 3798 444 0
 25 3799 443 1
 25 3799 445 0
 25 3800 444 1
 25 3800 446 0
 25 3801 445 1
 25 3801 447 0
 25 3802 446 1
 25 3802 448 0
 25 3803 447 1
 25 3803 449 0
 25 3804 448 1
 25 3804 450 0
 25 3805 449 1
 25 3805 451 0
 25 3806 destination 0
 25 441 5523 1
 25 441 5524 0
 25 442 5523 1
 25 442 5525 0
 25 443 5524 1
 25 443 5526 0
 25 444 5525 1
 25 444 5527 0
 25 445 5526 1
 25 445 5528 0
 25 446 5527 1
 25 446 5529 0
 25 447 5528 1
 25 447 5530 0
 25 448 5529 1
 25 448 5531 0
 25 449 5530 1
 25 449 5532 0
 25 450 5531 1
 25 450 5533 0
 25 451 destination 0
 25 5523 5072 1
 25 5523 5073 0
 25 5524 5072 1
 25 5524 5074 0
 25 5525 5073 1
 25 5525 5075 0
 25 5526 5074 1
 25 5526 5076 0
 25 5527 5075 1
 25 5527 5077 0
 25 5528 5076 1
 25 5528 5078 0
 25 5529 5077 1
 25 5529 5079 0
 25 5530 5078 1
 25 5530 5080 0
 25 5531 5079 1
 25 5531 5081 0
 25 5532 5080 1
 25 5532 5082 0
 25 5533 destination 0
 25 5072 2311 1
 25 5072 2312 0
 25 5073 2311 1
 25 5073 2313 0
 25 5074 2312 1
 25 5074 2314 0
 25 5075 2313 1
 25 5075 2315 0
 25 5076 2314 1
 25 5076 2316 0
 25 5077 2315 1
 25 5077 2317 0
 25 5078 2316 1
 25 5078 2318 0
 25 5079 2317 1
 25 5079 2319 0
 25 5080 2318 1
 25 5080 2320 0
 25 5081 2319 1
 25 5081 2321 0
 25 5082 destination 0
 25 2311 3389 1
 25 2311 3390 0
 25 2312 3389 1
 25 2312 3391 0
 25 2313 3390 1
 25 2313 3392 0
 25 2314 3391 1
 25 2314 3393 0
 25 2315 3392 1
 25 2315 3394 0
 25 2316 3393 1
 25 2316 3395 0
 25 2317 3394 1
 25 2317 3396 0
 25 2318 3395 1
 25 2318 3397 0
 25 2319 3396 1
 25 2319 3398 0
 25 2320 3397 1
 25 2320 3399 0
 25 2321 destination 0
 25 3389 4720 1
 25 3389 4721 0
 25 3390 4720 1
 25 3390 4722 0
 25 3391 4721 1
 25 3391 4723 0
 25 3392 4722 1
 25 3392 4724 0
 25 3393 4723 1
 25 3393 4725 0
 25 3394 4724 1
 25 3394 4726 0
 25 3395 4725 1
 25 3395 4727 0
 25 3396 4726 1
 25 3396 4728 0
 25 3397 4727 1
 25 3397 4729 0
 25 3398 4728 1
 25 3398 4730 0
 25 3399 destination 0
 25 4720 8350 1
 25 4720 8351 0
 25 4721 8350 1
 25 4721 8352 0
 25 4722 8351 1
 25 4722 8353 0
 25 4723 8352 1
 25 4723 8354 0
 25 4724 8353 1
 25 4724 8355 0
 25 4725 8354 1
 25 4725 8356 0
 25 4726 8355 1
 25 4726 8357 0
 25 4727 8356 1
 25 4727 8358 0
 25 4728 8357 1
 25 4728 8359 0
 25 4729 8358 1
 25 4729 8360 0
 25 4730 destination 0
 25 8350 5424 1
 25 8350 5425 0
 25 8351 5424 1
 25 8351 5426 0
 25 8352 5425 1
 25 8352 5427 0
 25 8353 5426 1
 25 8353 5428 0
 25 8354 5427 1
 25 8354 5429 0
 25 8355 5428 1
 25 8355 5430 0
 25 8356 5429 1
 25 8356 5431 0
 25 8357 5430 1
 25 8357 5432 0
 25 8358 5431 1
 25 8358 5433 0
 25 8359 5432 1
 25 8359 5434 0
 25 8360 destination 0
 25 5424 1552 1
 25 5424 1553 0
 25 5425 1552 1
 25 5425 1554 0
 25 5426 1553 1
 25 5426 1555 0
 25 5427 1554 1
 25 5427 1556 0
 25 5428 1555 1
 25 5428 1557 0
 25 5429 1556 1
 25 5429 1558 0
 25 5430 1557 1
 25 5430 1559 0
 25 5431 1558 1
 25 5431 1560 0
 25 5432 1559 1
 25 5432 1561 0
 25 5433 1560 1
 25 5433 1562 0
 25 5434 destination 0
 25 1552 2586 1
 25 1552 2587 0
 25 1553 2586 1
 25 1553 2588 0
 25 1554 2587 1
 25 1554 2589 0
 25 1555 2588 1
 25 1555 2590 0
 25 1556 2589 1
 25 1556 2591 0
 25 1557 2590 1
 25 1557 2592 0
 25 1558 2591 1
 25 1558 2593 0
 25 1559 2592 1
 25 1559 2594 0
 25 1560 2593 1
 25 1560 2595 0
 25 1561 2594 1
 25 1561 2596 0
 25 1562 destination 0
 25 2586 9571 1
 25 2586 9572 0
 25 2587 9571 1
 25 2587 9573 0
 25 2588 9572 1
 25 2588 9574 0
 25 2589 9573 1
 25 2589 9575 0
 25 2590 9574 1
 25 2590 9576 0
 25 2591 9575 1
 25 2591 9577 0
 25 2592 9576 1
 25 2592 9578 0
 25 2593 9577 1
 25 2593 9579 0
 25 2594 9578 1
 25 2594 9580 0
 25 2595 9579 1
 25 2595 9581 0
 25 2596 destination 0
 25 9571 6788 1
 25 9571 6789 0
 25 9572 6788 1
 25 9572 6790 0
 25 9573 6789 1
 25 9573 6791 0
 25 9574 6790 1
 25 9574 6792 0
 25 9575 6791 1
 25 9575 6793 0
 25 9576 6792 1
 25 9576 6794 0
 25 9577 6793 1
 25 9577 6795 0
 25 9578 6794 1
 25 9578 6796 0
 25 9579 6795 1
 25 9579 6797 0
 25 9580 6796 1
 25 9580 6798 0
 25 9581 destination 0
 25 6788 8449 1
 25 6788 8450 0
 25 6789 8449 1
 25 6789 8451 0
 25 6790 8450 1
 25 6790 8452 0
 25 6791 8451 1
 25 6791 8453 0
 25 6792 8452 1
 25 6792 8454 0
 25 6793 8453 1
 25 6793 8455 0
 25 6794 8454 1
 25 6794 8456 0
 25 6795 8455 1
 25 6795 8457 0
 25 6796 8456 1
 25 6796 8458 0
 25 6797 8457 1
 25 6797 8459 0
 25 6798 destination 0
 25 8449 474 1
 25 8449 476 0
 25 8450 474 1
 25 8450 477 0
 25 8451 474 1
 25 8451 478 0
 25 8452 475 1
 25 8452 479 0
 25 8453 476 1
 25 8453 480 0
 25 8454 477 1
 25 8454 481 0
 25 8455 478 1
 25 8455 482 0
 25 8456 479 1
 25 8456 483 0
 25 8457 480 1
 25 8457 484 0
 25 8458 481 1
 25 8458 484 0
 25 8459 destination 0
 25 474 8889 1
 25 474 8890 0
 25 475 8889 1
 25 475 8891 0
 25 476 8890 1
 25 476 8892 0
 25 477 8891 1
 25 477 8893 0
 25 478 8892 1
 25 478 8894 0
 25 479 8893 1
 25 479 8895 0
 25 480 8894 1
 25 480 8896 0
 25 481 8895 1
 25 481 8897 0
 25 482 8896 1
 25 482 8898 0
 25 483 8897 1
 25 483 8899 0
 25 484 destination 0
 25 8889 2421 1
 25 8889 2422 0
 25 8890 2421 1
 25 8890 2423 0
 25 8891 2422 1
 25 8891 2424 0
 25 8892 2423 1
 25 8892 2425 0
 25 8893 2424 1
 25 8893 2426 0
 25 8894 2425 1
 25 8894 2427 0
 25 8895 2426 1
 25 8895 2428 0
 25 8896 2427 1
 25 8896 2429 0
 25 8897 2428 1
 25 8897 2430 0
 25 8898 2429 1
 25 8898 2431 0
 25 8899 destination 0
 25 2421 4874 1
 25 2421 4875 0
 25 2422 4874 1
 25 2422 4876 0
 25 2423 4875 1
 25 2423 4877 0
 25 2424 4876 1
 25 2424 4878 0
 25 2425 4877 1
 25 2425 4879 0
 25 2426 4878 1
 25 2426 4880 0
 25 2427 4879 1
 25 2427 4881 0
 25 2428 4880 1
 25 2428 4882 0
 25 2429 4881 1
 25 2429 4883 0
 25 2430 4882 1
 25 2430 4884 0
 25 2431 destination 0
 25 4874 7778 1
 25 4874 7779 0
 25 4875 7778 1
 25 4875 7780 0
 25 4876 7779 1
 25 4876 7781 0
 25 4877 7780 1
 25 4877 7782 0
 25 4878 7781 1
 25 4878 7783 0
 25 4879 7782 1
 25 4879 7784 0
 25 4880 7783 1
 25 4880 7785 0
 25 4881 7784 1
 25 4881 7786 0
 25 4882 7785 1
 25 4882 7787 0
 25 4883 7786 1
 25 4883 7788 0
 25 4884 destination 0
 25 7778 9703 1
 25 7778 9704 0
 25 7779 9703 1
 25 7779 9705 0
 25 7780 9704 1
 25 7780 9706 0
 25 7781 9705 1
 25 7781 9707 0
 25 7782 9706 1
 25 7782 9708 0
 25 7783 9707 1
 25 7783 9709 0
 25 7784 9708 1
 25 7784 9710 0
 25 7785 9709 1
 25 7785 9711 0
 25 7786 9710 1
 25 7786 9712 0
 25 7787 9711 1
 25 7787 9713 0
 25 7788 destination 0
 25 9703 9076 1
 25 9703 9077 0
 25 9704 9076 1
 25 9704 9078 0
 25 9705 9077 1
 25 9705 9079 0
 25 9706 9078 1
 25 9706 9080 0
 25 9707 9079 1
 25 9707 9081 0
 25 9708 9080 1
 25 9708 9082 0
 25 9709 9081 1
 25 9709 9083 0
 25 9710 9082 1
 25 9710 9084 0
 25 9711 9083 1
 25 9711 9085 0
 25 9712 9084 1
 25 9712 9086 0
 25 9713 destination 0
 25 9076 8592 1
 25 9076 8593 0
 25 9077 8592 1
 25 9077 8594 0
 25 9078 8593 1
 25 9078 8595 0
 25 9079 8594 1
 25 9079 8596 0
 25 9080 8595 1
 25 9080 8597 0
 25 9081 8596 1
 25 9081 8598 0
 25 9082 8597 1
 25 9082 8599 0
 25 9083 8598 1
 25 9083 8600 0
 25 9084 8599 1
 25 9084 8601 0
 25 9085 8600 1
 25 9085 8602 0
 25 9086 destination 0
 25 8592 3004 1
 25 8592 3005 0
 25 8593 3004 1
 25 8593 3006 0
 25 8594 3005 1
 25 8594 3007 0
 25 8595 3006 1
 25 8595 3008 0
 25 8596 3007 1
 25 8596 3009 0
 25 8597 3008 1
 25 8597 3010 0
 25 8598 3009 1
 25 8598 3011 0
 25 8599 3010 1
 25 8599 3012 0
 25 8600 3011 1
 25 8600 3013 0
 25 8601 3012 1
 25 8601 3014 0
 25 8602 destination 0
 25 3004 9802 1
 25 3004 9803 0
 25 3005 9802 1
 25 3005 9804 0
 25 3006 9803 1
 25 3006 9805 0
 25 3007 9804 1
 25 3007 9806 0
 25 3008 9805 1
 25 3008 9807 0
 25 3009 9806 1
 25 3009 9808 0
 25 3010 9807 1
 25 3010 9809 0
 25 3011 9808 1
 25 3011 9810 0
 25 3012 9809 1
 25 3012 9811 0
 25 3013 9810 1
 25 3013 9812 0
 25 3014 destination 0
 25 9802 8086 1
 25 9802 8088 0
 25 9803 8086 1
 25 9803 8089 0
 25 9804 8086 1
 25 9804 8090 0
 25 9805 8087 1
 25 9805 8091 0
 25 9806 8088 1
 25 9806 8092 0
 25 9807 8089 1
 25 9807 8093 0
 25 9808 8090 1
 25 9808 8094 0
 25 9809 8091 1
 25 9809 8095 0
 25 9810 8092 1
 25 9810 8096 0
 25 9811 8093 1
 25 9811 8096 0
 25 9812 destination 0
 25 8086 3455 1
 25 8086 3456 0
 25 8087 3455 1
 25 8087 3457 0
 25 8088 3456 1
 25 8088 3458 0
 25 8089 3457 1
 25 8089 3459 0
 25 8090 3458 1
 25 8090 3460 0
 25 8091 3459 1
 25 8091 3461 0
 25 8092 3460 1
 25 8092 3462 0
 25 8093 3461 1
 25 8093 3463 0
 25 8094 3462 1
 25 8094 3464 0
 25 8095 3463 1
 25 8095 3465 0
 25 8096 destination 0
 25 3455 4940 1
 25 3455 4941 0
 25 3456 4940 1
 25 3456 4942 0
 25 3457 4941 1
 25 3457 4943 0
 25 3458 4942 1
 25 3458 4944 0
 25 3459 4943 1
 25 3459 4945 0
 25 3460 4944 1
 25 3460 4946 0
 25 3461 4945 1
 25 3461 4947 0
 25 3462 4946 1
 25 3462 4948 0
 25 3463 4947 1
 25 3463 4949 0
 25 3464 4948 1
 25 3464 4950 0
 25 3465 destination 0
 25 4940 639 1
 25 4940 640 0
 25 4941 639 1
 25 4941 641 0
 25 4942 640 1
 25 4942 642 0
 25 4943 641 1
 25 4943 643 0
 25 4944 642 1
 25 4944 644 0
 25 4945 643 1
 25 4945 645 0
 25 4946 644 1
 25 4946 646 0
 25 4947 645 1
 25 4947 647 0
 25 4948 646 1
 25 4948 648 0
 25 4949 647 1
 25 4949 649 0
 25 4950 destination 0
 25 639 4379 1
 25 639 4380 0
 25 640 4379 1
 25 640 4381 0
 25 641 4380 1
 25 641 4382 0
 25 642 4381 1
 25 642 4383 0
 25 643 4382 1
 25 643 4384 0
 25 644 4383 1
 25 644 4385 0
 25 645 4384 1
 25 645 4386 0
 25 646 4385 1
 25 646 4387 0
 25 647 4386 1
 25 647 4388 0
 25 648 4387 1
 25 648 4389 0
 25 649 destination 0
 25 4379 9417 1
 25 4379 9418 0
 25 4380 9417 1
 25 4380 9419 0
 25 4381 9418 1
 25 4381 9420 0
 25 4382 9419 1
 25 4382 9421 0
 25 4383 9420 1
 25 4383 9422 0
 25 4384 9421 1
 25 4384 9423 0
 25 4385 9422 1
 25 4385 9424 0
 25 4386 9423 1
 25 4386 9425 0
 25 4387 9424 1
 25 4387 9426 0
 25 4388 9425 1
 25 4388 9427 0
 25 4389 destination 0
 25 9417 8669 1
 25 9417 8670 0
 25 9418 8669 1
 25 9418 8671 0
 25 9419 8670 1
 25 9419 8672 0
 25 9420 8671 1
 25 9420 8673 0
 25 9421 8672 1
 25 9421 8674 0
 25 9422 8673 1
 25 9422 8675 0
 25 9423 8674 1
 25 9423 8676 0
 25 9424 8675 1
 25 9424 8677 0
 25 9425 8676 1
 25 9425 8678 0
 25 9426 8677 1
 25 9426 8679 0
 25 9427 destination 0
 25 8669 4973 1
 25 8669 4974 0
 25 8670 4973 1
 25 8670 4975 0
 25 8671 4974 1
 25 8671 4976 0
 25 8672 4975 1
 25 8672 4977 0
 25 8673 4976 1
 25 8673 4978 0
 25 8674 4977 1
 25 8674 4979 0
 25 8675 4978 1
 25 8675 4980 0
 25 8676 4979 1
 25 8676 4981 0
 25 8677 4980 1
 25 8677 4982 0
 25 8678 4981 1
 25 8678 4983 0
 25 8679 destination 0
 25 4973 5215 1
 25 4973 5216 0
 25 4974 5215 1
 25 4974 5217 0
 25 4975 5216 1
 25 4975 5218 0
 25 4976 5217 1
 25 4976 5219 0
 25 4977 5218 1
 25 4977 5220 0
 25 4978 5219 1
 25 4978 5221 0
 25 4979 5220 1
 25 4979 5222 0
 25 4980 5221 1
 25 4980 5223 0
 25 4981 5222 1
 25 4981 5224 0
 25 4982 5223 1
 25 4982 5225 0
 25 4983 destination 0
 25 5215 8328 1
 25 5215 8329 0
 25 5216 8328 1
 25 5216 8330 0
 25 5217 8329 1
 25 5217 8331 0
 25 5218 8330 1
 25 5218 8332 0
 25 5219 8331 1
 25 5219 8333 0
 25 5220 8332 1
 25 5220 8334 0
 25 5221 8333 1
 25 5221 8335 0
 25 5222 8334 1
 25 5222 8336 0
 25 5223 8335 1
 25 5223 8337 0
 25 5224 8336 1
 25 5224 8338 0
 25 5225 destination 0
 25 8328 2267 1
 25 8328 2268 0
 25 8329 2267 1
 25 8329 2269 0
 25 8330 2268 1
 25 8330 2270 0
 25 8331 2269 1
 25 8331 2271 0
 25 8332 2270 1
 25 8332 2272 0
 25 8333 2271 1
 25 8333 2273 0
 25 8334 2272 1
 25 8334 2274 0
 25 8335 2273 1
 25 8335 2275 0
 25 8336 2274 1
 25 8336 2276 0
 25 8337 2275 1
 25 8337 2277 0
 25 8338 destination 0
 25 2267 3070 1
 25 2267 3071 0
 25 2268 3070 1
 25 2268 3072 0
 25 2269 3071 1
 25 2269 3073 0
 25 2270 3072 1
 25 2270 3074 0
 25 2271 3073 1
 25 2271 3075 0
 25 2272 3074 1
 25 2272 3076 0
 25 2273 3075 1
 25 2273 3077 0
 25 2274 3076 1
 25 2274 3078 0
 25 2275 3077 1
 25 2275 3079 0
 25 2276 3078 1
 25 2276 3080 0
 25 2277 destination 0
 25 3070 3917 1
 25 3070 3918 0
 25 3071 3917 1
 25 3071 3919 0
 25 3072 3918 1
 25 3072 3920 0
 25 3073 3919 1
 25 3073 3921 0
 25 3074 3920 1
 25 3074 3922 0
 25 3075 3921 1
 25 3075 3923 0
 25 3076 3922 1
 25 3076 3924 0
 25 3077 3923 1
 25 3077 3925 0
 25 3078 3924 1
 25 3078 3926 0
 25 3079 3925 1
 25 3079 3927 0
 25 3080 destination 0
 25 3917 7129 1
 25 3917 7130 0
 25 3918 7129 1
 25 3918 7131 0
 25 3919 7130 1
 25 3919 7132 0
 25 3920 7131 1
 25 3920 7133 0
 25 3921 7132 1
 25 3921 7134 0
 25 3922 7133 1
 25 3922 7135 0
 25 3923 7134 1
 25 3923 7136 0
 25 3924 7135 1
 25 3924 7137 0
 25 3925 7136 1
 25 3925 7138 0
 25 3926 7137 1
 25 3926 7139 0
 25 3927 destination 0
 25 7129 452 1
 25 7129 453 0
 25 7130 452 1
 25 7130 454 0
 25 7131 453 1
 25 7131 455 0
 25 7132 454 1
 25 7132 456 0
 25 7133 455 1
 25 7133 457 0
 25 7134 456 1
 25 7134 458 0
 25 7135 457 1
 25 7135 459 0
 25 7136 458 1
 25 7136 460 0
 25 7137 459 1
 25 7137 461 0
 25 7138 460 1
 25 7138 462 0
 25 7139 destination 0
 25 452 804 1
 25 452 805 0
 25 453 804 1
 25 453 806 0
 25 454 805 1
 25 454 807 0
 25 455 806 1
 25 455 808 0
 25 456 807 1
 25 456 809 0
 25 457 808 1
 25 457 810 0
 25 458 809 1
 25 458 811 0
 25 459 810 1
 25 459 812 0
 25 460 811 1
 25 460 813 0
 25 461 812 1
 25 461 814 0
 25 462 destination 0
 25 804 3378 1
 25 804 3379 0
 25 805 3378 1
 25 805 3380 0
 25 806 3379 1
 25 806 3381 0
 25 807 3380 1
 25 807 3382 0
 25 808 3381 1
 25 808 3383 0
 25 809 3382 1
 25 809 3384 0
 25 810 3383 1
 25 810 3385 0
 25 811 3384 1
 25 811 3386 0
 25 812 3385 1
 25 812 3387 0
 25 813 3386 1
 25 813 3388 0
 25 814 destination 0
 25 3378 8900 1
 25 3378 8901 0
 25 3379 8900 1
 25 3379 8902 0
 25 3380 8901 1
 25 3380 8903 0
 25 3381 8902 1
 25 3381 8904 0
 25 3382 8903 1
 25 3382 8905 0
 25 3383 8904 1
 25 3383 8906 0
 25 3384 8905 1
 25 3384 8907 0
 25 3385 8906 1
 25 3385 8908 0
 25 3386 8907 1
 25 3386 8909 0
 25 3387 8908 1
 25 3387 8910 0
 25 3388 destination 0
 25 8900 8823 1
 25 8900 8824 0
 25 8901 8823 1
 25 8901 8825 0
 25 8902 8824 1
 25 8902 8826 0
 25 8903 8825 1
 25 8903 8827 0
 25 8904 8826 1
 25 8904 8828 0
 25 8905 8827 1
 25 8905 8829 0
 25 8906 8828 1
 25 8906 8830 0
 25 8907 8829 1
 25 8907 8831 0
 25 8908 8830 1
 25 8908 8832 0
 25 8909 8831 1
 25 8909 8833 0
 25 8910 destination 0
 25 8823 2916 1
 25 8823 2917 0
 25 8824 2916 1
 25 8824 2918 0
 25 8825 2917 1
 25 8825 2919 0
 25 8826 2918 1
 25 8826 2920 0
 25 8827 2919 1
 25 8827 2921 0
 25 8828 2920 1
 25 8828 2922 0
